X79a	X85a	X89a	X84a	X48a	X82a	X34a	X27a	X21a	X16a	X60a	X62a	X63a	X67c	X65c	X39c	X10c	X44c	X78c	X76c
ADAM3A	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0
ADAM6	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
ADAM7	26	0	0	2	0	0	0	0	7	3	0	0	1	1	3	0	8	6	1	21
ADAM8	0	3	4	2	0	5	6	5	5	10	6	12	2	1	0	0	0	0	0	7
ADAM9	3232	932	823	459	336	845	754	1112	2473	943	1432	1194	1577	1142	2132	2046	394	970	1046	1003
ADAMDEC1	3	2	0	1	0	3	3	7	2	6	4	0	4	5	2	4	5	4	2	8
ADAMTS1	386	790	3147	317	952	677	397	389	521	926	881	548	1122	548	634	522	275	220	170	276
ADAMTS10	0	4	3	1	1	0	3	5	0	0	10	4	1	2	1	3	12	1	0	1
ADAMTS12	1	5	0	1	2	0	0	0	1	1	4	6	0	0	0	0	0	0	0	0
ADAMTS13	1	0	1	0	2	0	0	4	2	5	2	0	6	0	1	2	0	0	5	0
ADAMTS14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ADAMTS15	0	3	11	2	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0
ADAMTS16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	1	0	0	0	0	23	2	0	0	76	0	0	0	1	3	8	3	48	2	0
ADAMTS18	16	24	0	12	8	17	0	21	21	5	0	15	11	20	8	31	18	28	11	31
ADAMTS19	10	0	0	0	0	0	0	1	2	26	6	1	1	0	0	1	2	1	0	9
ADAMTS19-AS1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0
ADAMTS2	12	26	1	6	30	30	36	7	39	28	51	51	148	38	15	16	19	18	24	32
ADAMTS20	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	3	6	0	0	0
ADAMTS3	36	0	21	0	29	25	0	31	18	3	0	1	0	4	0	0	0	5	0	0
ADAMTS4	11	46	166	14	92	57	6	77	14	118	39	38	7	10	7	66	25	26	8	4
ADAMTS5	46	51	4	10	21	48	18	61	63	31	25	72	4	73	32	19	5	48	18	11
ADAMTS6	1	2	2	8	6	12	5	42	0	31	58	32	21	12	3	12	1	9	6	0
ADAMTS7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
ADAMTS7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	5	16	23	9	16	1	33	10	20	21	29	1	0	8	13	8	6	8	3	22
ADAMTS9	53	327	841	35	164	314	28	185	4	24	211	125	46	12	3	35	84	17	5	3
ADAMTS9-AS1	1	6	32	3	7	25	30	6	0	5	3	18	0	1	4	5	4	2	0	0
ADAMTS9-AS2	0	13	10	0	5	3	3	7	2	5	26	3	4	8	2	9	0	0	2	0
ADAMTSL1	4	12	4	0	0	2	9	5	2	18	20	11	20	3	0	3	0	3	0	0
ADAMTSL2	4	9	2	1	6	1	5	1	3	23	2	20	3	3	6	9	11	1	4	20
ADAMTSL3	14	93	276	10	171	190	107	153	51	235	393	324	140	66	31	64	23	64	6	3
ADAMTSL4	2	20	53	1	7	6	7	4	0	5	28	14	6	0	0	10	5	1	0	8
ADAMTSL4-AS1	0	17	0	0	0	0	9	7	0	0	0	0	7	1	0	3	5	3	0	4
ADAMTSL5	0	1	0	0	1	0	0	0	0	3	0	18	0	0	0	0	0	0	0	0
ADAP1	20	30	13	8	7	16	35	14	26	54	20	69	11	25	28	44	19	22	31	78
ADAP2	10	7	10	5	0	6	18	10	6	18	42	2	1	0	6	6	45	7	0	4
ADAR	1379	1276	658	278	357	601	843	913	1018	2365	1383	1739	1154	939	1033	1348	923	698	908	1385
ADARB1	819	263	106	172	105	398	152	366	777	342	566	412	354	619	723	774	494	323	425	424
ADARB2	32	41	83	7	21	7	43	66	38	95	63	32	15	16	40	126	42	50	12	45
ADARB2-AS1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ADAT1	60	21	30	15	4	57	77	70	142	48	64	7	57	58	37	20	39	34	32	65
ADAT2	52	89	30	30	52	31	43	55	98	216	160	108	81	18	44	80	43	50	74	26
ADAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADCK1	13	0	8	5	0	0	2	2	14	39	6	26	3	3	9	12	3	14	1	5
ADCK2	145	138	35	36	26	67	106	67	182	95	159	128	151	50	98	171	36	47	61	169
ADCK3	60	38	46	9	33	24	62	31	75	24	47	58	35	19	59	46	34	15	31	21
ADCK4	2	10	8	2	4	12	3	3	2	3	12	18	3	3	7	5	4	3	9	8
ADCK5	0	3	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	1	1
ADCY1	213	79	43	26	29	76	26	45	95	355	177	274	56	119	139	131	131	122	100	100
ADCY10	14	5	2	6	1	0	91	0	4	1	1	0	2	3	0	0	6	0	3	0
ADCY10P1	37	61	32	10	10	2	115	42	22	75	73	30	36	9	4	15	139	22	12	14
ADCY2	447	529	657	149	98	471	356	537	462	517	668	333	372	347	395	588	279	328	269	312
ADCY3	37	89	24	7	35	21	107	57	23	65	100	140	38	34	45	18	20	16	25	33
ADCY4	2	6	5	3	9	3	2	7	0	0	25	12	0	1	0	1	0	2	2	4
ADCY5	213	152	69	65	37	107	287	137	261	190	278	168	119	121	132	146	202	103	187	218
ADCY6	21	42	21	7	21	39	6	16	28	51	37	67	32	33	21	48	63	23	17	44
ADCY7	112	118	54	34	33	67	217	169	130	180	207	190	190	94	103	202	43	32	125	157
ADCY8	164	108	104	27	20	17	40	145	139	115	239	46	34	42	154	40	110	106	31	40
ADCY9	431	241	55	99	85	118	86	171	391	396	180	190	195	202	233	400	287	164	214	320
ADCYAP1	365	792	57	20	855	175	509	457	1071	528	935	414	985	570	664	452	254	163	1640	428
ADCYAP1R1	1548	777	544	245	270	728	784	761	1009	1101	1453	1141	442	772	643	1411	1147	745	572	1102
ADD1	1123	640	496	298	249	623	469	650	1119	697	816	681	533	615	809	952	520	405	688	1176
ADD2	3743	1451	1231	1007	760	2761	1152	1748	6603	1617	4419	1785	2606	1842	2905	4811	2300	1849	3148	1918
ADD3	1773	1861	3011	332	615	1204	1502	3776	2539	3237	4372	4055	1664	1597	1319	2521	667	2267	1207	1068
ADD3-AS1	102	24	17	29	11	40	160	73	223	66	45	50	142	63	112	174	95	51	118	145
ADGB	3	32	0	4	0	3	1	8	0	43	106	0	0	9	12	5	4	27	0	0
ADGRA1	171	49	22	39	26	40	25	71	122	116	140	145	61	87	136	67	75	66	50	85
ADGRA1-AS1	0	1	1	1	1	1	0	1	1	10	0	0	0	2	1	1	2	2	0	1
ADGRA2	139	136	101	78	80	67	263	199	188	341	290	322	285	134	112	182	31	165	84	111
ADGRA3	88	76	244	15	44	119	119	155	50	198	361	270	67	86	31	86	50	107	2	71
ADGRB1	2	15	6	0	0	4	3	4	6	7	5	15	12	4	24	9	16	6	3	9
ADGRB2	16	20	11	2	20	8	15	20	16	51	19	25	14	25	20	14	40	14	13	16
ADGRB3	1653	838	342	294	166	384	220	526	1222	1058	725	549	695	770	879	964	289	525	640	678
ADGRD1	13	7	74	1	19	24	23	10	9	32	9	35	10	3	3	19	3	7	2	5
ADGRE1	0	0	5	0	0	1	0	1	6	0	4	0	0	0	0	0	0	1	0	0
ADGRE2	5	34	86	0	0	17	0	48	0	0	16	8	1	4	1	0	1	0	3	7
ADGRE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE4P	0	0	23	0	0	0	0	5	0	0	5	11	0	13	0	2	0	0	0	0
ADGRE5	3	3	4	0	9	5	0	2	0	7	17	23	3	1	1	2	4	1	1	0
ADGRF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF2	51	0	0	0	1	1	0	1	24	3	1	35	2	13	14	26	0	15	1	8
ADGRF3	4	3	0	1	0	0	4	13	0	2	11	0	4	2	2	6	4	1	0	1
ADGRF4	16	10	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	5	0	0
ADGRF5	28	36	22	17	42	93	73	46	26	47	68	85	31	72	17	31	21	57	9	23
ADGRG1	181	232	140	41	76	224	132	132	254	203	355	301	133	172	158	205	107	110	92	294
ADGRG2	1	48	3	0	6	0	0	0	0	8	1	24	4	0	4	2	2	0	0	0
ADGRG3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ADGRG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ADGRG6	13	12	67	5	5	0	106	52	1	53	77	21	41	8	7	23	0	13	1	0
ADGRG7	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL1	313	232	56	104	63	206	503	120	237	405	117	310	187	273	168	233	235	244	137	343
ADGRL2	1320	661	198	349	229	391	626	553	1278	618	731	694	514	1039	791	788	409	365	500	953
ADGRL3	1916	956	406	435	318	491	571	627	1785	1244	1488	1620	1242	1188	1539	1386	676	853	1015	991
ADGRL3-AS1	8	6	2	11	6	13	7	2	23	23	6	39	18	28	8	11	15	13	2	13
ADGRL4	3	34	7	7	29	45	20	6	11	7	83	31	5	10	3	5	1	7	0	29
ADGRV1	610	228	134	237	40	235	205	269	611	230	348	123	644	578	409	695	213	348	538	536
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	7	38	126	14	23	1	51	13	0	15	91	16	33	1	1	2	8	21	1	0
ADH1C	3	0	0	0	0	0	17	0	0	8	0	0	0	0	0	2	1	0	0	0
ADH4	1	0	0	0	2	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0
ADH5	710	205	105	124	77	269	61	181	514	234	365	584	268	235	390	432	85	258	336	440
ADH6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	10	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	31	22	34	1	4	9	12	59	20	35	45	49	18	25	24	60	2	40	3	4
ADI1	655	275	166	122	117	338	278	269	678	257	707	536	253	232	334	407	97	193	304	284
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	0	2	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	583	278	145	189	109	246	122	202	809	267	707	516	319	262	398	583	245	344	265	430
ADIPOR2	165	182	247	43	87	134	202	146	106	81	172	144	110	62	92	59	67	176	30	19
ADIRF	0	15	25	2	3	15	7	12	3	12	28	25	5	1	1	12	1	5	0	0
ADK	121	15	12	20	12	29	12	54	147	60	55	156	32	54	92	101	16	49	48	47
ADM	113	561	608	22	152	421	179	244	407	376	997	576	294	156	372	175	21	134	103	62
ADM2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADM5	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	1	0	1	1
ADNP	544	372	258	151	151	405	478	444	552	439	1051	347	488	397	457	477	230	320	408	447
ADNP-AS1	2	1	0	1	4	8	23	4	7	5	6	11	2	14	2	16	0	8	2	9
ADNP2	114	86	30	17	23	51	59	45	109	108	99	129	38	109	104	71	13	68	95	67
ADO	186	163	61	66	34	144	124	219	275	163	254	165	131	118	209	113	37	112	74	84
ADORA1	78	81	38	30	30	73	27	42	116	117	85	49	69	51	101	113	86	50	86	74
ADORA2A	0	0	2	0	2	1	1	0	0	6	1	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	0	0	0	0	0	0	4	0	0	0	0	0	2	1	0	14	3	0	0	0
ADORA2B	0	0	0	0	0	0	2	0	0	0	6	10	1	0	0	0	1	9	0	0
ADORA3	11	76	52	18	22	108	112	91	5	32	187	160	3	9	7	6	7	27	4	4
ADPGK	152	59	53	22	44	41	30	83	262	107	182	239	75	89	137	83	79	156	146	145
ADPGK-AS1	23	5	15	6	0	4	65	21	51	14	36	39	14	85	25	34	3	23	20	5
ADPRH	29	33	62	10	14	56	55	50	34	107	84	156	15	3	11	5	8	49	47	14
ADPRHL1	14	7	2	9	1	4	7	10	32	37	2	71	1	12	19	30	14	23	19	1
ADPRHL2	125	58	24	42	32	103	32	43	128	92	104	41	76	52	75	97	33	45	65	85
ADPRM	79	36	14	12	16	64	5	49	37	16	96	49	43	10	29	15	6	26	62	73
ADRA1A	1023	284	82	296	90	280	355	389	1022	227	573	227	581	877	731	861	356	324	747	600
ADRA1B	43	81	5	13	12	26	4	17	62	55	44	50	17	43	41	38	28	27	20	37
ADRA1D	26	24	15	14	7	25	14	21	69	20	54	57	36	24	48	108	67	17	27	36
ADRA2A	45	52	13	12	24	60	11	18	106	54	72	92	51	56	66	68	76	43	63	71
ADRA2B	0	7	0	0	0	0	2	0	0	1	1	1	1	0	0	2	0	0	0	0
ADRA2C	10	30	18	2	14	9	6	38	35	12	12	13	18	4	5	0	7	8	11	12
ADRB1	0	0	16	0	0	0	1	10	8	1	9	21	0	0	0	5	4	7	4	7
ADRB2	61	38	19	8	13	19	8	52	34	17	18	25	32	46	13	16	20	14	30	62
ADRB3	0	0	1	0	1	0	2	1	1	0	2	1	2	1	1	0	1	1	0	0
ADRBK1	5	9	5	1	1	3	10	9	16	15	12	23	8	6	6	8	13	5	4	32
ADRBK2	401	208	65	125	79	122	364	187	236	407	445	367	236	279	316	246	241	227	196	250
ADRM1	82	58	22	25	43	66	63	40	112	114	92	122	74	56	72	111	52	37	78	166
ADSL	111	70	10	14	22	75	28	63	167	35	47	37	55	44	77	28	21	39	73	50
ADSS	1032	187	85	123	127	282	82	318	950	680	477	499	310	362	733	721	174	248	495	448
ADSSL1	6	6	29	0	0	1	0	7	9	13	16	2	9	5	1	4	0	5	6	4
ADTRP	0	0	0	4	0	0	0	0	22	0	0	0	30	2	2	0	7	1	0	2
AEBP1	83	2033	2341	213	428	425	1357	964	147	1504	2080	1457	628	97	52	316	175	526	16	220
AEBP2	222	157	186	24	23	128	49	88	148	217	329	216	52	73	184	150	44	139	77	85
AEN	13	18	2	2	7	10	7	15	20	24	26	10	33	11	6	23	3	22	15	19
AES	493	381	90	186	108	447	298	316	637	519	633	635	350	290	459	565	365	254	267	587
AFAP1	17	45	36	6	13	11	11	30	36	102	61	55	33	9	11	29	14	10	14	2
AFAP1-AS1	1	6	53	3	5	0	0	3	22	3	3	2	0	3	2	1	29	2	0	2
AFAP1L1	24	0	1	3	9	16	0	6	5	9	0	22	11	1	0	16	2	4	0	1
AFAP1L2	34	30	67	10	20	17	211	66	106	100	225	70	25	98	32	48	29	45	11	91
AFF1	2801	1305	1730	594	412	1180	1195	1229	1454	1625	1802	1413	1445	1318	1562	2140	730	1027	1175	1066
AFF2	775	441	85	121	129	240	231	240	525	505	661	825	251	328	501	290	101	231	206	153
AFF3	217	118	87	26	64	108	42	49	100	565	228	167	87	97	131	63	50	54	94	74
AFF4	2613	1629	1470	714	786	1307	1343	2071	3036	2357	3075	2329	2214	1846	2203	2701	658	1514	1942	1564
AFG3L1P	22	5	24	3	11	28	5	42	47	42	65	24	21	17	21	49	9	11	21	5
AFG3L2	513	174	105	92	50	224	71	129	438	246	225	143	173	269	456	362	185	174	255	466
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	77	36	18	17	2	51	34	36	43	36	58	30	34	28	61	59	18	44	68	83
AFP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	1171	304	327	231	126	310	379	574	1233	623	693	672	516	562	930	718	188	338	453	274
AGA	95	122	18	4	15	52	6	141	112	67	259	47	29	58	89	44	23	41	42	86
AGAP1	1264	718	370	255	178	569	590	530	1051	1349	1042	862	547	855	796	904	657	429	742	704
AGAP1-IT1	3	0	8	0	0	2	12	5	1	3	0	6	0	4	6	1	1	0	1	1
AGAP11	4	9	13	0	1	6	1	44	8	8	4	11	9	1	1	24	0	8	2	0
AGAP12P	0	0	0	1	6	1	0	0	0	6	1	0	0	0	0	0	1	0	0	0
AGAP2	22	48	5	3	5	13	84	17	20	66	37	68	22	12	20	16	15	22	6	22
AGAP2-AS1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	1	6	0	0
AGAP3	581	624	124	235	234	451	646	642	608	811	542	607	566	546	599	580	208	294	540	879
AGAP4	15	19	3	4	0	7	9	11	12	24	6	3	0	0	6	1	1	6	0	0
AGAP5	1	7	8	0	6	0	0	2	8	13	3	1	0	5	1	7	0	0	0	11
AGAP6	2	3	3	0	5	6	0	10	10	16	25	45	7	10	6	13	11	3	2	11
AGAP7P	4	0	1	1	0	0	6	1	0	1	0	11	0	3	0	1	0	0	0	0
AGAP9	1	1	4	2	0	0	0	4	0	2	1	11	0	2	2	6	3	1	1	2
AGBL1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AGBL2	0	59	3	3	8	1	12	0	0	3	71	18	0	0	0	1	5	6	0	0
AGBL3	4	4	3	3	1	4	5	9	4	55	7	22	30	4	6	19	1	5	2	0
AGBL4	80	13	3	7	7	20	25	14	100	95	32	46	1	9	39	23	31	33	33	3
AGBL4-IT1	1	16	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
AGBL5	188	240	153	75	64	154	184	116	199	168	265	188	152	170	118	145	97	70	80	246
AGBL5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGER	0	0	1	0	0	0	18	0	0	1	1	4	0	0	0	0	0	0	0	0
AGFG1	539	217	245	142	87	272	189	335	522	285	423	379	321	318	305	410	191	320	224	214
AGFG2	314	65	230	62	33	122	260	161	159	285	206	112	288	186	195	223	251	187	172	153
AGGF1	735	325	212	117	218	490	316	440	1075	450	697	646	388	403	656	480	169	326	600	412
AGK	440	89	115	88	63	84	202	118	287	184	290	140	165	175	391	250	90	113	239	212
AGL	678	262	190	83	65	264	410	187	708	477	517	630	385	356	469	473	62	266	423	356
AGMAT	35	13	0	18	1	4	5	19	25	10	15	7	21	3	23	10	0	6	23	9
AGMO	0	24	0	1	0	0	0	1	10	20	6	0	2	0	0	0	0	11	7	0
AGO1	155	191	185	39	68	55	382	98	113	312	320	337	53	192	108	176	100	118	48	185
AGO2	20	36	72	11	38	14	75	24	27	22	42	33	21	36	33	39	12	10	23	32
AGO3	244	189	103	130	61	257	59	182	163	78	244	238	151	88	106	273	44	143	41	84
AGO4	55	30	130	51	20	152	20	43	64	81	159	132	39	79	43	75	24	75	48	71
AGPAT1	33	34	15	15	10	18	11	22	30	41	43	35	25	23	21	38	42	12	24	34
AGPAT2	0	5	2	0	2	0	0	0	4	5	8	0	0	1	1	1	1	1	1	0
AGPAT3	269	147	187	56	102	203	116	186	453	232	256	213	169	182	286	364	244	134	162	291
AGPAT4	524	781	396	84	128	321	183	648	513	1235	766	855	436	609	349	598	210	541	323	540
AGPAT4-IT1	13	8	23	0	10	4	25	4	0	44	0	7	0	0	0	1	0	0	0	0
AGPAT5	702	495	152	134	120	347	172	343	874	322	510	594	482	511	713	466	145	276	462	744
AGPS	1504	215	279	198	197	528	389	434	1359	287	969	407	631	775	1139	1188	372	441	749	879
AGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
AGRN	44	43	28	18	26	56	81	34	63	47	58	77	68	53	45	74	99	30	52	57
AGRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGT	698	1790	1148	139	347	913	998	1122	1333	2024	5067	2178	997	415	731	1193	233	1088	317	946
AGTPBP1	4969	1422	779	830	434	1323	800	1619	4894	1211	2180	1720	1808	2131	4144	3132	670	1604	2666	2025
AGTR1	0	3	0	0	2	0	0	0	5	0	5	0	5	0	1	7	0	2	4	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
AGTRAP	0	8	4	0	0	2	0	0	1	2	4	1	0	0	1	1	1	0	2	5
AGXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	623	392	655	180	236	472	856	599	692	418	640	670	531	565	527	486	151	532	357	341
AHCTF1P1	6	2	9	8	5	0	8	6	1	8	10	11	1	0	6	5	6	9	9	1
AHCY	1625	1673	223	533	395	1451	572	774	2827	957	1339	1210	1177	805	1412	1562	581	724	1413	2528
AHCYL1	3120	3185	6743	477	1052	1708	2437	5055	2818	4170	6463	4059	2032	1575	1630	2489	840	2931	1153	1619
AHCYL2	1304	363	398	298	189	402	534	593	1074	1053	1085	939	820	726	856	840	346	531	647	897
AHDC1	74	96	70	27	30	12	29	27	55	44	107	114	50	35	33	66	19	38	30	62
AHI1	1091	968	389	216	204	502	396	734	1423	1090	854	1180	591	729	1080	772	361	823	720	1132
AHNAK	484	3337	5589	642	1106	1870	4474	3506	466	4652	7028	3791	2247	813	179	2337	523	2104	354	483
AHNAK2	76747	49010	11995	28530	17619	38116	24840	41335	99326	54317	51211	28251	76017	59882	73873	100794	29013	33247	63986	103947
AHR	324	102	266	49	86	108	136	195	309	204	439	309	111	127	135	115	24	114	187	102
AHRR	0	7	2	0	0	1	0	1	5	0	0	0	1	5	2	3	0	1	0	7
AHSA1	2379	672	314	595	451	490	651	773	2268	1104	866	923	924	925	1779	1938	597	697	1652	2373
AHSA2	135	117	172	30	19	24	102	80	94	256	339	330	100	107	63	198	49	100	40	61
AHSG	3	1	0	0	0	0	0	8	0	0	21	0	4	1	6	3	1	1	8	0
AHSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
AIDA	918	534	705	199	162	295	506	928	827	709	792	770	458	703	674	585	228	403	552	471
AIF1	1	18	14	1	6	16	7	38	5	8	41	38	9	1	2	2	1	14	1	2
AIF1L	209	1119	731	67	261	362	598	654	275	766	1333	950	248	261	132	337	127	371	123	325
AIFM1	321	125	146	47	79	231	38	91	429	197	177	207	95	107	254	252	119	153	172	115
AIFM2	8	3	8	1	7	5	11	3	4	3	6	40	5	2	7	1	7	3	8	4
AIFM3	6	8	14	3	4	15	7	5	20	26	10	3	15	15	13	15	9	10	16	12
AIG1	973	551	158	164	151	299	154	399	1091	456	669	568	325	519	825	773	177	371	572	924
AIM1	27	14	9	27	6	3	55	29	25	27	118	9	85	32	87	43	22	50	37	41
AIM1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIM2	7	0	17	0	1	0	0	74	4	8	13	23	0	4	9	0	2	1	1	41
AIMP1	1258	1120	287	238	299	584	1047	1232	1367	1066	1398	936	969	1124	789	957	159	619	1035	1406
AIMP2	86	28	61	15	14	57	35	53	69	55	81	91	29	56	74	57	61	26	50	59
AIP	8	11	1	3	7	5	5	2	33	12	6	22	5	7	13	20	7	7	7	21
AIPL1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0
AIRE	3	5	0	2	0	0	1	0	0	0	6	4	0	1	0	0	0	0	0	0
AIRN	3	1	0	0	0	0	1	14	5	0	0	0	0	0	0	23	4	1	3	8
AJAP1	128	179	96	79	15	66	159	41	133	59	52	80	165	109	111	97	111	52	154	278
AJUBA	0	3	0	3	0	0	2	27	5	19	8	1	0	13	0	21	0	2	0	1
AK1	129	57	65	35	15	79	72	62	97	138	132	134	38	83	101	144	97	63	95	100
AK2	785	582	751	317	280	571	424	611	1340	359	937	630	741	398	608	876	248	336	436	499
AK3	504	170	189	67	88	176	267	282	466	278	397	393	289	268	230	346	46	230	180	211
AK4	556	615	1367	113	208	439	854	921	448	690	1615	925	495	374	320	561	108	454	435	261
AK5	1792	546	214	212	275	291	243	449	1413	1136	756	1286	526	594	1007	920	210	545	655	955
AK6	430	87	102	71	72	165	70	227	591	143	239	196	107	181	462	166	4	136	193	127
AK7	195	23	35	21	10	57	1	71	97	173	127	72	16	68	72	114	27	72	52	44
AK8	3	0	1	1	0	1	0	4	1	63	1	7	0	1	8	5	3	1	4	3
AK9	1285	1076	165	163	100	520	370	680	1448	1482	1173	644	1021	617	1098	1048	345	605	723	1101
AKAP1	253	188	238	67	74	240	185	154	159	348	191	133	372	187	136	195	160	167	175	340
AKAP10	315	96	110	85	47	102	84	63	215	184	260	101	202	148	241	221	73	158	115	178
AKAP11	11013	2818	2846	1893	1350	3281	1666	4470	9568	4446	8125	4663	3671	6106	6552	7375	2283	3467	6127	4505
AKAP12	33077	11600	6376	8875	6260	16197	7820	13062	37374	14177	18742	11582	20610	19758	26230	27225	11948	11001	20794	21608
AKAP13	685	671	941	178	270	277	167	556	761	687	877	1086	303	485	531	753	417	406	303	201
AKAP14	5	10	0	0	0	2	1	5	16	10	11	9	4	1	7	9	3	10	7	10
AKAP17A	66	102	29	28	28	35	70	73	75	115	116	122	77	51	79	77	18	39	28	99
AKAP2	2678	814	785	555	471	899	621	1211	2025	1464	1806	1378	1557	1223	1534	1612	587	963	1660	1487
AKAP3	4	1	0	4	1	0	3	3	15	11	21	6	0	5	3	13	4	9	0	16
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	167	37	19	13	22	94	47	70	68	36	71	45	43	70	75	90	19	18	126	62
AKAP6	20309	8569	3296	5759	2907	7897	8682	8521	18638	11324	10975	11315	16196	17111	16575	19404	6961	8362	13356	23112
AKAP7	48	14	33	10	10	13	29	74	39	52	99	128	22	50	50	64	25	62	36	81
AKAP8	160	157	174	16	42	69	98	138	196	165	71	129	83	106	92	228	77	62	102	122
AKAP8L	565	321	270	223	139	360	588	406	527	392	387	174	210	226	187	389	355	192	289	759
AKAP9	6074	2859	1491	1226	1142	1857	1933	2663	5391	4622	4909	3933	3526	3460	4862	4391	1196	2573	2999	3471
AKIP1	19	21	21	10	3	6	3	32	38	55	39	13	13	24	13	19	13	19	13	18
AKIRIN1	2468	639	409	482	362	803	439	939	2676	1171	1557	1021	868	1300	1888	1461	361	691	1343	1243
AKIRIN2	542	313	114	79	87	226	158	242	615	302	533	505	287	210	341	228	95	104	305	263
AKNA	3	23	27	2	4	3	30	6	2	19	10	11	4	0	3	4	6	3	0	3
AKNAD1	0	0	0	0	0	0	1	0	1	5	1	0	0	0	2	27	0	4	1	3
AKR1A1	37	13	2	7	4	4	17	33	47	28	39	45	15	13	43	46	6	14	17	19
AKR1B1	859	414	235	180	159	360	331	390	1108	520	622	830	755	337	760	581	216	301	420	727
AKR1B10	4	1	0	1	0	0	0	0	0	0	1	0	0	1	4	1	0	0	1	1
AKR1B15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	131	67	14	40	17	89	41	61	269	60	121	65	125	49	110	115	17	56	72	29
AKR1C2	108	47	36	34	32	88	60	31	190	100	148	136	132	51	87	106	17	78	174	44
AKR1C3	0	5	7	2	2	1	7	2	0	5	28	14	2	0	0	0	0	2	2	0
AKR1C4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
