Genename	Control_1	Control_2	Control_3	T24_10	T24_5	T48_10	T48_5	T72_10	T72_5
ADAM10	41.6874	26.0378	39.8304	36.1922	37.9413	21.3150	35.7704	36.4274	30.6175
ADAM11	0.0794	0.1144	0.1211	0.0710	0.1292	0.0692	0.1111	0.0756	0.0726
ADAM12	0.0856	0.0569	0.0906	0.1583	0.1540	0.0712	0.1543	0.1980	0.0911
ADAM15	99.8175	143.3603	129.2609	105.9684	116.3331	102.2920	136.1074	106.3668	112.6031
ADAM17	71.3058	48.2958	67.9789	55.0776	59.1938	38.2835	45.5309	50.1884	49.0121
ADAM18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0157	0.0000	0.0176
ADAM19	19.6135	15.3906	18.2473	87.8779	102.0440	62.6956	112.7640	114.5010	82.6038
ADAM1A	0.5331	0.2813	0.2795	0.2166	0.2159	0.2143	0.2811	0.1933	0.2570
ADAM2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADAM20	0.0000	0.0000	0.0219	0.0000	0.0000	0.0070	0.0000	0.0000	0.0000
ADAM20P1	0.0473	0.0262	0.0000	0.0192	0.0175	0.0193	0.0207	0.0112	0.0154
ADAM21	2.7405	2.2116	3.1858	3.3699	3.2908	1.8523	2.7755	2.5673	2.2305
ADAM21P1	0.1895	0.1651	0.3737	0.2223	0.5877	0.1175	0.1986	0.2691	0.1880
ADAM22	2.0952	1.5590	2.6257	1.2918	1.7828	1.0904	2.9720	2.7026	1.7019
ADAM23	7.2422	4.5179	5.3231	4.9867	5.0775	3.4114	5.9914	6.0133	4.2584
ADAM28	0.0769	0.0496	0.0489	0.0361	0.0752	0.0267	0.0228	0.0282	0.0568
ADAM29	0.0000	0.0135	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADAM30	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADAM32	0.0795	0.0348	0.0533	0.0128	0.0490	0.0343	0.0232	0.0299	0.0173
ADAM33	0.0205	0.0227	0.0174	0.0172	0.0078	0.0111	0.0359	0.0196	0.0202
ADAM3A	0.0000	0.0000	0.0122	0.0245	0.0107	0.0000	0.0000	0.0000	0.0000
ADAM5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADAM6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADAM7	0.0000	0.0000	0.0089	0.0000	0.0078	0.0000	0.0000	0.0000	0.0000
ADAM8	0.9657	0.2514	0.2013	0.2785	0.2299	0.2001	0.2693	0.2982	0.2188
ADAM9	41.3848	27.2441	36.9116	25.9105	28.4816	17.1419	35.0196	35.1871	25.3144
ADAMDEC1	0.0000	0.0183	0.0000	0.0134	0.0000	0.0000	0.0000	0.0157	0.0000
ADAMTS1	0.0000	0.0000	0.0000	0.0000	0.0056	0.0000	0.0000	0.0000	0.0000
ADAMTS10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0045	0.0000	0.0000	0.0000
ADAMTS12	0.7613	0.5468	0.7283	0.3438	0.4380	0.1344	0.2958	0.3421	0.3085
ADAMTS13	0.9417	0.5576	0.5670	0.3956	0.3921	0.5367	0.3046	0.5622	0.5632
ADAMTS14	0.0132	0.0073	0.0000	0.0000	0.0000	0.0072	0.0309	0.0126	0.0303
ADAMTS15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0036	0.0000	0.0000
ADAMTS16	2.4288	1.9912	2.2115	4.2963	4.7202	3.2308	5.1062	5.9120	4.2232
ADAMTS17	0.3641	0.3349	0.3230	0.2538	0.1341	0.0905	0.1222	0.1106	0.1183
ADAMTS18	1.1849	1.2415	1.1377	0.8821	0.8245	0.6965	0.9061	0.9658	0.9043
ADAMTS19	0.0137	0.0228	0.0174	0.0167	0.0152	0.0075	0.0120	0.0196	0.0134
ADAMTS19-AS1	0.1142	0.1898	0.2902	0.0000	0.0000	0.0622	0.1997	0.1630	0.0746
ADAMTS2	2.2328	2.6353	2.5392	3.1328	3.5748	4.3736	3.7024	4.0863	4.2332
ADAMTS20	0.0000	0.0000	0.0051	0.0000	0.0045	0.0000	0.0071	0.0000	0.0000
ADAMTS3	0.1669	0.1057	0.2676	0.1986	0.2072	0.1234	0.2015	0.2099	0.1324
ADAMTS4	0.3681	0.1347	0.1947	0.2007	0.2637	0.2105	0.2672	0.2145	0.2408
ADAMTS5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADAMTS6	25.2635	18.1163	24.4674	18.6264	20.5298	14.6616	19.9486	21.2761	20.7927
ADAMTS7	4.8109	6.0489	5.1942	5.5831	5.2540	6.0292	4.7340	6.9626	6.5191
ADAMTS7P1	0.0000	0.0162	0.0000	0.0237	0.0108	0.0119	0.0171	0.0208	0.0143
ADAMTS8	0.0000	0.0000	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000
ADAMTS9	0.9348	0.6024	0.8074	0.8082	0.8184	0.5740	0.9284	1.0302	0.7320
ADAMTS9-AS1	0.0000	0.0000	0.0169	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADAMTS9-AS2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADAMTSL1	0.0399	0.0194	0.0675	0.0972	0.1180	0.1433	0.1764	0.1711	0.1954
ADAMTSL2	0.0525	0.0099	0.0524	0.0355	0.0422	0.0490	0.0834	0.0515	0.1134
ADAMTSL3	0.1135	0.0524	0.1353	0.0884	0.1154	0.0463	0.0220	0.0585	0.0494
ADAMTSL4	0.4794	0.3206	0.3850	0.1545	0.2111	0.1391	0.2120	0.2756	0.1514
ADAMTSL4-AS1	0.2515	0.2014	0.4140	0.3780	0.2753	0.4434	0.4696	0.3087	0.2687
ADAMTSL5	6.4890	8.4448	7.5424	7.6576	9.1232	7.2600	7.0649	8.7537	8.8118
ADAP1	5.6376	9.0516	7.2103	7.7929	8.3689	9.4312	5.6289	6.7884	9.3945
ADAP2	0.2637	0.3359	0.1451	0.1924	0.1850	0.1651	0.2839	0.3133	0.2409
ADAR	42.5162	31.9406	41.2421	39.7598	41.9359	26.3961	37.8788	41.9782	34.7128
ADARB1	23.6365	16.3991	19.0241	20.1270	22.0353	14.5751	20.6373	22.2210	19.0469
ADARB2	0.8294	0.7811	1.0530	0.7287	0.6904	0.5354	0.5521	0.7253	0.6956
ADARB2-AS1	0.3013	0.1669	0.3827	0.0612	0.0557	0.2051	0.3512	0.0717	0.0000
ADAT1	9.8508	7.2084	9.1931	8.4461	8.4160	6.7547	9.5674	9.3056	8.1813
ADAT2	2.1965	1.6447	2.0035	1.1315	1.3757	1.0612	1.6458	1.4613	1.3357
ADAT3	15.6558	35.8472	27.6599	31.8774	26.8527	33.4400	28.4060	39.7810	36.3060
ADCK1	12.2652	12.2980	10.7128	10.8313	11.9237	7.8510	8.1773	7.8604	9.7723
ADCK2	56.5097	82.0716	82.6819	69.0348	67.8915	70.3787	63.3660	72.4894	77.1949
ADCK3	32.8422	36.7190	35.3870	37.4717	37.8614	29.2173	40.5433	34.0639	34.4219
ADCK4	15.7709	18.1771	17.5011	21.8938	21.1531	21.0727	24.1170	25.0083	23.2486
ADCK5	12.0660	15.9652	15.3755	13.9342	13.6795	17.3586	13.0828	14.8526	15.9595
ADCY1	0.5268	0.3090	0.3901	0.3017	0.3774	0.1720	0.3615	0.3090	0.3336
ADCY10	0.0281	0.0078	0.0119	0.0057	0.0156	0.0229	0.0000	0.0067	0.0275
ADCY10P1	0.0332	0.0000	0.0196	0.0125	0.0171	0.0046	0.0141	0.0232	0.0108
ADCY2	0.0106	0.0292	0.0134	0.0172	0.0156	0.0146	0.0185	0.0101	0.0138
ADCY3	54.8696	54.5130	57.7652	63.6952	68.0822	47.8963	59.5878	63.5754	57.9177
ADCY4	0.0834	0.0693	0.0618	0.0254	0.0617	0.0170	0.0304	0.0297	0.0204
ADCY5	0.2723	0.1889	0.1973	0.2448	0.2042	0.2150	0.2153	0.2812	0.2932
ADCY6	12.5376	9.5260	11.0796	11.8705	12.4122	9.4608	10.1937	11.8288	11.1906
ADCY7	21.9507	26.2444	26.4053	29.5661	33.1221	24.8434	32.1227	36.9290	31.4901
ADCY8	0.3608	0.3046	0.3201	0.0140	0.0826	0.0515	0.0701	0.0654	0.0673
ADCY9	5.1293	4.6723	5.7731	5.7325	6.4491	3.4195	5.4967	5.7415	4.5809
ADCYAP1	0.0000	0.0000	0.0000	0.0000	0.0083	0.0070	0.0000	0.0107	0.0000
ADCYAP1R1	1.4882	1.4619	1.6419	1.0978	1.3196	0.8268	1.0954	0.9116	1.0837
ADD1	37.1283	34.2738	36.3938	37.4529	40.8646	32.6164	40.4937	40.4451	36.5807
ADD2	11.3202	9.5883	11.3841	8.1596	9.9233	5.6365	10.2508	10.9719	7.5474
ADD3	12.8311	8.3657	11.6779	5.9992	6.4039	4.1930	9.7005	7.8220	6.1836
ADD3-AS1	0.0623	0.0344	0.0000	0.0253	0.0000	0.0170	0.0181	0.0597	0.0608
ADGB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADGRA1	0.0000	0.0000	0.0081	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADGRA1-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADGRA2	13.6603	14.6147	15.1250	22.1967	22.3517	15.6660	17.9866	28.2465	21.0510
ADGRA3	17.4193	12.9587	16.5134	10.8652	11.5801	7.1597	11.2623	10.4429	9.0729
ADGRB1	3.4468	4.4536	4.0590	4.5194	4.6994	3.4636	4.1244	5.9200	4.2361
ADGRB2	3.5201	4.3109	3.8390	3.3514	3.6874	2.8709	5.5024	4.6135	3.8230
ADGRB3	0.1233	0.0683	0.0418	0.0200	0.0137	0.0000	0.0359	0.0117	0.0201
ADGRD1	2.1204	1.9699	2.1133	1.9546	2.0957	1.5211	1.0663	1.3360	1.7831
ADGRE1	1.4157	1.5915	1.4367	1.8915	1.9894	1.7225	2.2651	2.0932	1.9939
ADGRE2	0.0794	0.0445	0.0967	0.0324	0.0827	0.0290	0.0651	0.0163	0.0520
ADGRE3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADGRE4P	0.0593	0.1595	0.1229	0.1063	0.1370	0.0543	0.0935	0.1364	0.0565
ADGRE5	46.3654	45.1800	46.7590	49.2144	51.1360	46.2423	58.4979	57.4654	51.4944
ADGRF1	0.1084	0.2430	0.1147	0.1978	0.1001	0.1033	0.1103	0.1031	0.1826
ADGRF2	0.0410	0.0605	0.0462	0.0388	0.0354	0.0260	0.0557	0.0390	0.0400
ADGRF3	0.0000	0.0335	0.0152	0.0439	0.0335	0.0242	0.0589	0.0508	0.0339
ADGRF4	0.4977	0.2632	0.4311	0.4230	0.3766	0.3450	0.3824	0.4952	0.4655
ADGRF5	0.7237	0.6282	0.8989	0.3676	0.3524	0.1938	0.4253	0.4132	0.2994
ADGRG1	4.6152	4.4595	4.6972	4.3220	5.6542	3.1617	7.3839	5.9873	4.1190
ADGRG2	0.0447	0.0083	0.0189	0.0000	0.0110	0.0162	0.0087	0.0071	0.0000
ADGRG3	0.0287	0.0319	0.0122	0.0000	0.0106	0.0157	0.0084	0.0547	0.0094
ADGRG4	0.1447	0.0916	0.1342	0.0872	0.0535	0.0394	0.0602	0.0492	0.0360
ADGRG5	0.0000	0.0123	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADGRG6	4.8888	2.7809	4.3374	2.2717	2.7364	1.2131	2.5812	2.6591	2.0311
ADGRG7	0.0000	0.0000	0.0000	0.0129	0.0000	0.0000	0.0000	0.0000	0.0103
ADGRL1	14.2080	13.0402	12.2233	10.4027	10.7021	8.2734	8.1609	9.6380	8.9209
ADGRL2	1.7840	1.0725	1.5674	0.9613	1.0691	0.5519	1.3610	1.2763	1.0006
ADGRL3	0.0226	0.0689	0.0335	0.0184	0.0335	0.0185	0.0297	0.0269	0.0185
ADGRL3-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADGRL4	87.5016	58.5033	79.5989	101.7110	96.8892	68.4838	103.2360	95.4058	92.4917
ADGRV1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0011
ADH1A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADH1B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADH1C	0.0000	0.0245	0.0000	0.0000	0.0164	0.0121	0.0000	0.0000	0.0000
ADH4	0.1519	0.0435	0.2136	0.0604	0.0275	0.1277	0.0770	0.1107	0.0986
ADH5	67.9671	58.1662	64.5530	64.0322	63.5953	57.5025	82.8401	68.9092	67.5165
ADH6	0.0000	0.0000	0.0473	0.0121	0.0619	0.0000	0.0000	0.0266	0.0000
ADH7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADHFE1	0.0791	0.0657	0.0167	0.0321	0.0000	0.0323	0.0115	0.0564	0.0000
ADI1	43.1918	41.8577	43.6218	37.9038	33.3953	32.8087	44.2310	37.4374	36.7149
ADIG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0795	0.0000	0.0000	0.0000
ADIPOQ	0.8327	0.4269	0.3633	0.3771	0.5257	0.4921	0.5441	0.4716	0.5777
ADIPOQ-AS1	0.1789	0.0119	0.0413	0.0385	0.0252	0.0289	0.0538	0.0116	0.0224
ADIPOR1	74.7865	75.1678	78.7050	75.8762	80.2651	62.8682	73.6899	63.3789	72.2417
ADIPOR2	27.6445	18.2552	23.4646	25.0520	27.1455	15.3141	24.6051	23.7840	21.1279
ADIRF	10.4879	8.4020	8.9421	5.3566	4.8751	4.9405	4.9978	6.8787	6.0640
ADK	64.8517	52.1701	62.2240	45.6115	43.3212	38.3616	55.8668	48.5755	44.3381
ADM	0.0482	0.0267	0.0204	0.0392	0.0000	0.0525	0.0000	0.0000	0.0157
ADM2	0.1360	0.1075	0.1666	0.1065	0.1437	0.2135	0.1502	0.2175	0.0996
ADM5	2.3129	2.4852	2.3891	1.9653	1.7498	1.8514	3.0229	2.8180	1.9801
ADNP	18.2585	10.8518	16.4360	14.5537	14.6195	9.3454	16.6264	16.6075	12.4499
ADNP-AS1	1.1269	1.1589	1.3625	0.9436	0.6031	0.9889	1.0856	1.2729	0.8610
ADNP2	15.0408	11.8985	15.6652	20.5958	22.5249	13.7242	20.8962	20.0256	17.7720
ADO	24.2476	30.7985	30.9234	32.4222	34.0800	28.8118	32.5502	36.6944	34.6536
ADORA1	0.0000	0.0000	0.0221	0.0000	0.0097	0.0000	0.0228	0.0000	0.0000
ADORA2A	0.5901	0.3620	0.3355	0.4843	0.3558	0.2770	0.3871	0.4117	0.2232
ADORA2A-AS1	1.0518	0.9624	1.3764	1.2903	1.0790	1.0608	1.0076	0.9344	1.1984
ADORA2B	6.8386	4.6939	5.2737	5.3369	4.6601	4.8082	4.1414	4.2629	5.0598
ADORA3	0.1728	0.0718	0.0183	0.0176	0.0160	0.0118	0.0504	0.0206	0.0564
ADPGK	29.5822	21.5470	24.9977	23.1334	24.0567	16.8176	23.4494	23.2233	20.7753
ADPGK-AS1	0.0640	0.0000	0.0558	0.0392	0.0240	0.0172	0.0285	0.0475	0.0212
ADPRH	0.0438	0.0243	0.0278	0.0089	0.0000	0.0215	0.0255	0.0000	0.0286
ADPRHL1	7.1874	7.6876	8.0491	6.2540	5.5368	4.4717	4.0662	4.6565	5.4242
ADPRHL2	51.7160	57.9776	60.1409	63.9649	62.2203	65.0852	59.5924	60.9531	65.7447
ADPRM	19.1608	18.1625	19.4123	19.2092	19.1931	15.9452	15.5672	16.1305	18.8409
ADRA1A	0.2010	0.1459	0.1133	0.1085	0.0757	0.1812	0.1443	0.0953	0.1282
ADRA1B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADRA1D	0.0272	0.0301	0.0000	0.0000	0.0000	0.0148	0.0000	0.0000	0.0000
ADRA2A	0.0182	0.0000	0.0000	0.0297	0.0135	0.0050	0.0000	0.0000	0.0000
ADRA2B	0.0424	0.0822	0.0090	0.0172	0.0627	0.0866	0.0556	0.1311	0.1108
ADRA2C	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADRB1	0.1010	0.0155	0.0320	0.0000	0.0000	0.0210	0.0546	0.0000	0.0164
ADRB2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADRB3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ADRBK1	38.1153	40.7927	40.1787	40.4671	42.1096	38.8875	39.8743	42.5835	41.5708
ADRBK2	0.7240	0.3801	0.6228	0.6040	0.7316	0.3721	0.5897	0.5390	0.5222
ADRM1	421.6491	554.4115	492.3121	549.2222	569.7273	607.4629	612.0874	602.7551	610.6636
ADSL	127.7883	121.7569	132.0708	115.4791	119.1058	106.1393	126.8305	119.4393	116.3364
ADSS	37.0095	27.5937	35.2883	32.2329	32.8297	21.2040	33.5975	34.0718	29.1683
ADSSL1	27.2545	14.6789	16.1251	15.4040	14.6809	13.4805	11.2789	12.7905	13.8268
ADTRP	22.9724	19.1146	21.8958	22.9834	22.0410	19.9628	16.1772	19.4326	23.1231
AEBP1	0.0000	0.0096	0.0073	0.0561	0.0829	0.0939	0.0653	0.1231	0.0901
AEBP2	9.6289	6.8964	9.0248	8.1946	8.0032	5.7944	8.9344	9.5354	6.5924
AEN	97.2355	98.2589	101.5870	106.3980	111.9050	86.7832	88.2939	101.1630	106.0910
AES	311.0764	295.4625	265.9640	236.8302	246.3529	254.8475	272.8875	261.2220	244.4635
AFAP1	9.5224	7.8255	10.4037	10.8442	12.5014	6.7977	9.5210	11.1936	8.7001
AFAP1-AS1	0.0638	0.0528	0.0549	0.0130	0.0394	0.0643	0.0597	0.0515	0.0592
AFAP1L1	0.0173	0.0191	0.0354	0.0210	0.0128	0.0235	0.0151	0.0164	0.0113
AFAP1L2	0.0000	0.0000	0.0075	0.0432	0.0655	0.0337	0.1131	0.1095	0.0576
AFF1	3.8749	1.8568	3.0379	3.6937	4.0051	2.3595	3.7182	3.8479	3.1663
AFF2	0.0055	0.0194	0.0141	0.0122	0.0103	0.0106	0.0049	0.0079	0.0054
AFF3	22.6319	15.0005	23.4721	21.5863	23.6957	13.5895	16.1656	20.0909	18.3487
AFF4	11.7839	7.0157	13.5080	12.1075	13.5142	5.9785	9.9194	11.7481	9.0700
AFG3L1P	2.1576	0.9061	0.6686	1.3038	1.0771	1.0209	1.1074	1.1424	0.8349
AFG3L2	69.6797	52.9521	63.5612	62.3341	62.8629	48.2397	63.9459	60.8917	57.9757
AFM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AFMID	17.3503	15.0975	18.0059	15.1997	13.5254	15.5240	19.8757	19.3061	15.7163
AFP	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0106	0.0000	0.0000
AFTPH	13.3722	9.0220	11.4326	10.7557	11.1668	7.0901	8.6477	9.3904	9.1098
AGA	6.6514	4.8598	5.2955	4.0644	4.9122	3.7135	5.5361	5.1530	4.5489
AGAP1	12.9392	11.5878	14.4077	14.7069	16.3430	10.0200	11.1099	13.5154	12.0842
AGAP1-IT1	0.1442	0.5591	0.3052	0.4101	0.2133	0.3141	0.6302	0.4802	0.4238
AGAP11	0.6519	0.3988	0.3373	0.1376	0.2293	0.1697	0.1493	0.1344	0.2618
AGAP12P	0.0000	0.0000	0.0000	0.0000	0.0433	0.0259	0.0000	0.0000	0.0000
AGAP2	8.5073	9.3439	9.3677	10.8115	11.7335	9.9393	11.3313	12.4919	11.2059
AGAP2-AS1	13.9264	17.1704	14.6689	18.2853	19.3677	16.6150	16.6650	17.2840	19.1231
AGAP3	57.2155	66.8771	59.1141	66.4084	62.0987	59.7078	61.2260	71.5877	63.4144
AGAP4	3.3733	0.8263	1.3202	1.1265	1.2214	0.9718	1.0075	1.1153	0.9895
AGAP5	0.6991	0.4078	0.3026	0.1272	0.4646	0.1339	0.2462	0.1952	0.2943
AGAP6	3.1505	1.5698	1.6617	2.1204	1.7820	1.7290	1.6045	1.9092	1.8223
AGAP7P	0.3818	0.0993	0.1640	0.3898	0.1158	0.1234	0.1353	0.0000	0.0476
AGAP9	2.0346	1.1102	1.1616	1.2218	1.1669	1.5587	0.8568	1.2385	1.1446
AGBL1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AGBL1-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AGBL2	0.0395	0.0109	0.0084	0.0321	0.0000	0.0269	0.0115	0.0188	0.0065
AGBL3	0.1206	0.1337	0.1533	0.0899	0.1041	0.0548	0.1582	0.0957	0.0854
AGBL4	0.0240	0.0267	0.0204	0.0197	0.0090	0.0065	0.0141	0.0000	0.0082
AGBL4-IT1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AGBL5	32.4051	35.8531	36.1894	31.3297	35.9860	26.9078	35.1622	33.4794	32.1090
AGBL5-AS1	0.3223	0.1786	0.0000	0.0000	0.1192	0.0878	0.0000	0.6134	0.0000
AGER	1.0553	0.4943	0.5287	0.5953	0.4252	0.4335	0.5286	0.6112	0.7516
AGFG1	11.4896	9.2392	14.0388	12.3569	13.7382	8.1872	12.9079	12.6419	11.3548
AGFG2	3.4304	3.5112	3.1760	2.5578	2.6827	2.1495	2.5967	2.6282	2.5969
AGGF1	25.0321	17.6097	24.0256	26.3651	25.0482	20.0700	24.0617	24.3919	25.2541
AGK	19.6489	15.1373	19.0980	15.9506	16.5907	11.5929	16.3404	15.9843	15.4938
AGL	3.4844	2.2933	3.5281	2.9971	3.1391	1.9157	2.9338	3.1311	2.6391
AGMAT	0.7204	0.4290	0.3854	0.4119	0.3927	0.4086	0.4831	0.4520	0.3040
AGMO	0.0297	0.0870	0.0641	0.0371	0.0500	0.0271	0.0698	0.0290	0.0332
AGO1	5.4325	4.3492	6.3484	5.2261	5.7627	2.8886	4.6185	4.3520	3.8784
AGO2	12.6520	12.7119	16.9575	16.5009	21.1431	9.5621	16.0125	13.8778	13.0271
AGO3	5.4276	3.9340	5.0167	5.2601	5.9507	3.6344	4.9452	4.5820	4.8289
AGO4	2.7917	1.7525	2.4815	3.3764	3.3496	1.8796	1.8641	2.1513	2.4633
AGPAT1	37.6473	44.2655	38.6584	37.6148	46.1273	33.7292	54.6061	49.9390	40.6662
AGPAT2	84.8834	118.7987	109.1363	124.5825	125.6726	152.9707	132.2414	132.2608	154.9495
AGPAT3	40.0052	34.4760	40.8399	40.6967	43.5652	30.4643	36.6080	40.5592	35.5833
AGPAT4	1.2831	0.8753	1.2087	0.9188	1.0557	0.7868	1.0633	1.3249	0.9779
AGPAT4-IT1	0.0000	0.0225	0.0687	0.0330	0.0751	0.0775	0.0118	0.1738	0.0265
AGPAT5	21.7494	15.7083	22.7093	16.1057	16.2053	10.8991	16.1950	16.0691	14.3925
AGPS	27.7003	21.3317	31.4170	30.1413	32.1744	18.2053	31.1814	29.6382	26.0978
AGR2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AGR3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AGRN	175.1734	218.7301	222.9200	197.7838	188.6279	168.2256	133.1563	188.0992	190.7954
AGRP	0.0000	0.0000	0.0000	0.0000	0.0439	0.0000	0.0346	0.0565	0.0000
AGT	0.0281	0.0000	0.0119	0.0572	0.0104	0.0383	0.0984	0.0937	0.0552
AGTPBP1	8.6562	5.9356	8.7439	7.1620	7.5140	4.9492	6.9165	7.2846	6.9719
AGTR1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0094	0.0154	0.0000
AGTR2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AGTRAP	69.1836	101.8814	88.7682	112.7473	113.5699	112.5817	113.5794	100.2995	118.8549
AGXT	0.0000	0.0265	0.0000	0.0195	0.0000	0.0000	0.0279	0.0000	0.0000
AGXT2	0.0392	0.0868	0.0332	0.0796	0.0435	0.0213	0.0114	0.0559	0.0256
AHCTF1	10.6518	6.3574	10.2153	8.8435	9.5914	5.4423	10.1841	10.4413	7.4110
AHCTF1P1	0.4441	0.2869	0.5181	0.3973	0.4228	0.1890	0.5600	0.6018	0.3600
AHCY	330.9220	409.0356	417.6115	417.8903	443.5522	351.6015	397.4360	344.9835	393.7824
AHCYL1	51.4019	38.0070	50.6023	45.6746	48.9299	34.0633	52.4549	48.8329	43.4636
AHCYL2	5.2420	4.3894	6.1519	5.3551	5.2033	3.0111	3.8453	4.1906	3.9205
AHDC1	4.4409	4.4625	4.5076	4.4544	4.5814	3.0532	4.2696	4.8684	3.8998
AHI1	3.5474	2.1681	2.7354	1.8212	1.9335	1.6337	2.6224	2.5032	2.1355
AHNAK	12.6067	7.2026	12.8749	8.0002	8.9563	7.1856	9.5856	13.3728	7.9180
AHNAK2	2.5419	1.5928	2.8860	2.0180	2.0377	1.2908	1.8277	2.1338	1.7692
AHR	2.8844	1.7649	2.5278	1.0327	0.9885	0.7097	1.5180	1.3704	0.9472
AHRR	7.9287	6.3957	7.2494	9.1092	9.5029	6.6564	6.3721	7.8871	8.1893
AHSA1	280.6530	217.1590	236.9020	231.9480	222.5570	193.8310	260.8590	236.3820	211.3330
AHSA2	5.6592	2.5065	3.1585	3.4061	3.3547	3.5091	3.4158	3.2122	3.4339
AHSG	0.0976	0.0000	0.0000	0.0000	0.0722	0.0000	0.0142	0.0464	0.0000
AHSP	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AICDA	0.1562	0.0434	0.1649	0.1710	0.1543	0.1210	0.2087	0.1241	0.1700
AIDA	45.8301	34.4158	45.6492	42.4431	44.8378	29.8467	42.9433	39.9439	40.4989
AIF1	0.0000	0.0000	0.0887	0.0000	0.0775	0.0000	0.0000	0.0000	0.0000
AIF1L	0.0847	0.1491	0.1490	0.0860	0.0842	0.0846	0.1146	0.1281	0.1420
AIFM1	28.8020	22.9084	27.3548	25.0467	25.1320	20.5046	30.5203	28.1775	23.5529
AIFM2	24.4782	21.1020	22.2043	24.9549	24.8214	24.9633	28.3365	26.3758	26.7333
AIFM3	0.0000	0.0000	0.0270	0.0000	0.0236	0.0087	0.0000	0.0152	0.0104
AIG1	22.4149	18.1593	19.5539	18.2118	16.8124	17.4608	20.0628	19.6880	21.4329
AIM1	1.4744	1.0392	1.5245	0.7046	0.9804	0.6227	1.1716	1.2495	0.7704
AIM1L	0.0000	0.0074	0.0169	0.0054	0.0098	0.0109	0.0155	0.0063	0.0130
AIM2	2.4520	1.6764	1.2371	0.7633	0.5982	0.6535	1.4900	1.1171	0.6304
AIMP1	62.8061	48.9794	57.6798	59.2805	54.8251	53.6652	53.0277	51.0755	58.0986
AIMP2	61.3163	57.1876	61.4304	59.1435	57.2119	52.7594	66.9363	65.4162	56.7301
AIP	109.1846	118.8593	116.0707	134.5169	133.8795	160.8970	167.8235	142.0751	152.4493
AIPL1	0.0790	0.0760	0.1149	0.1124	0.1406	0.1615	0.1366	0.1420	0.1755
AIRE	0.0000	0.0000	0.0279	0.0000	0.0242	0.0435	0.0382	0.0619	0.0418
AIRN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0247	0.0000
