ESC_47	ESC_19	ESC_20	ESC_13	ESC_11	ESC_28	ESC_3	ESC_36	ESC_22	ESC_37	ESC_29	ESC_45	ESC_15	ESC_14	ESC_10	ESC_1	ESC_21	ESC_5	ESC_6	ESC_23	ESC_35	ESC_25	ESC_2	ESC_43	ESC_30	ESC_12	ESC_24	ESC_27	ESC_40	ESC_7	ESC_17	ESC_38	ESC_39	ESC_16	ESC_4	ESC_9	ESC_31	ESC_33	ESC_42	ESC_18	ESC_34	ESC_26	ESC_48	ESC_41	MEF_54	MEF_61	MEF_67	MEF_91	MEF_62	MEF_70	MEF_78	MEF_90	MEF_49	MEF_77	MEF_53	MEF_74	MEF_59	MEF_81	MEF_84	MEF_83	MEF_79	MEF_72	MEF_60	MEF_88	MEF_73	MEF_71	MEF_51	MEF_65	MEF_66	MEF_76	MEF_68	MEF_92	MEF_89	MEF_64	MEF_87	MEF_82	MEF_75	MEF_69	MEF_52	MEF_50	MEF_86	MEF_63	MEF_56	MEF_55	MEF_80	MEF_85	MEF_58	MEF_57
1110058L19Rik	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	25	0	1	0	0	0	9	3	0	0	0	0	0	0	0	0	1	63	50	88	33	0	0	40	53	0	237	0	0	0	0	0	0	0	1020	0	0	0	0	37	0	12	0	0	7	15	12	73	0	151	36	0	37	195	0	0	0	34	0	20	85
Fam135a	0	39	0	0	0	0	6	0	0	0	0	0	0	1	1	0	7	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	166	0	0	0	4	0	0	17	0	18	3	421	441	0	0	0	0	0	8	0	0	0	0	0	0	37	7	0	0	4	8	26	36	0	5	0	0	0	21	16	0	0	138	0	0	0	13	0	0	0	1	0
Col19a1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	0	0	0	0	0	23	0	0	0	0	0	18	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	1	0	0	11	5	58	14	0	16	0	16	1	45	0	0	0	11	50	22	0	107	34	0	0	49	13	0	1	0	0	93	27	78	46	0	69	99	81	0	0	68	2	21	0	0	0	1
Bai3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	206	20	5	0	22	2	0	15	6	0	0	0	0	23	55	0	8	0	0	4	0	0	5	8	0	0	0	40	0	0	0	16	68	0	1	3	5	0	0	0	2	5	0	49	7	191	0	127	0	16	0	25	52	47	0	17	0	0	145	0	27	10	84	22	100	82	58	342	1	32	218	145	146	61	43	30	28	75	240	5	33	1	152	108	40	0	154	140
Ptp4a1	63	25	0	0	5	0	7	0	141	1	13	0	0	1	3	1	48	40	0	38	6	2946	18	0	7	0	0	17	0	0	0	121	47	0	22	0	33	178	0	0	17	7	0	17	979	1365	340	289	133	605	54	365	733	327	4	42	109	345	88	38	0	457	149	132	138	129	190	201	38	134	159	188	285	158	311	143	272	563	56	243	191	308	291	129	15	81	1027	207
Prim2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	99	0	0	0	0	0	1	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab23	0	9	44	0	14	0	0	6	0	0	6	12	11	0	0	0	0	0	1	0	98	0	0	0	6	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	26	378	61	8	0	3	0	99	48	1	0	0	0	105	0	37	5	100	43	3	0	5	104	89	0	73	0	6	427	20	12	6	12	0	18	0	14	0	0	4	28	0	138	54
Bag2	4	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	8	5	3	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	109	54	2	193	0	4	0	26	6	6	0	60	20	66	0	0	0	63	11	0	0	45	0	44	0	41	38	30	102	0	2	0	34	16	17	0	6	26	12	0	0	0	48	3
Zfp451	3	61	247	0	128	0	0	1	110	0	0	1	0	1	0	0	6	0	0	3	0	0	0	0	8	0	0	24	0	0	1	0	2	0	0	0	0	56	0	0	3	0	1	1	4	69	29	68	0	25	0	91	68	16	7	0	25	37	2	47	0	125	49	161	53	17	47	1	38	25	0	40	90	13	61	0	2	94	93	4	57	111	1	48	0	0	80	10
Bend6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	1	9	0	227	0	0	12	0	0	0	0	0	0	0	1	0	0	0	1	3	0	1	0	43	0	0	0	0	0	3	0	0	0	18	0	0	0
Dst	5	1	72	23	9	0	21	0	54	0	106	43	0	13	56	0	92	11	16	6	58	54	0	2	0	0	15	40	3	3	15	65	1	0	19	39	50	122	28	0	50	7	0	19	121	581	78	212	39	120	0	84	226	63	1	467	71	163	2	130	0	4	88	86	29	249	17	661	25	345	3	132	54	92	153	21	56	331	71	73	11	461	182	110	82	39	493	33
D630036G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	2	0	0	0	0	0	0	27	0	0	0	0	0	57	0	0	0	31	0	0	0	0	0	0
Ccdc115	12	0	0	0	0	0	0	0	0	42	26	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	35	29	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	27	15	0	0	3	0	0	0	0	20	0	0	103	0	0	11	82	0	53	0	0	35	0
Imp4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	7	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	64	9	156	0	0	2	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	38	0	16	0	130	0	9	36	0	49	0	22	0	0	0	2	140	0	0	0	0	43	0
Ptpn18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	8	0	0	9	0	33	0	0	0	0	37	0	4	20	0	0	0	27	0	1	0	0	0	0	0	9	25	15	0	120	0	0	0	0	0	0	4	0	3	0	0	30	0
Fam168b	5	9	67	0	0	0	0	0	3	0	17	0	0	0	19	0	1	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	35	0	0	6	27	46	20	0	2	67	5	1	129	0	15	44	389	0	74	51	28	72	50	0	31	1	99	79	0	0	31	121	93	0	51	43	121	189	16	27	49	29	104	71	0	4	83	265	300	0	0	350	100
Plekhb2	724	0	10	0	0	0	0	5	36	0	0	5	69	0	3	50	0	31	0	0	36	3	0	0	0	0	0	50	0	0	0	0	0	0	5	1	0	0	0	20	0	1	20	0	72	161	15	33	26	34	0	58	44	70	0	1	70	46	162	13	1	0	90	3	87	78	58	0	0	50	141	154	38	256	73	1	47	465	106	25	0	47	208	49	64	20	194	5
Hs6st1	1	0	0	0	0	0	0	0	0	0	0	2	0	16	6	0	0	0	0	0	8	0	0	0	0	0	7	0	5	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	105	14	41	0	0	33	0	173	9	98	0	0	9	0	0	0	0	55	84	9	0	31	159	29	0	50	32	76	13	13	62	0	0	0	0	0	13	7	59	5	0	0	64	28
Uggt1	3	0	0	0	16	0	0	0	13	0	14	0	0	0	0	0	0	7	0	0	0	0	0	0	0	62	25	12	0	2	0	4	0	0	9	0	13	0	0	23	11	5	0	0	89	8	3	32	39	306	20	155	32	12	0	30	46	0	5	0	45	52	134	73	0	47	33	60	0	94	0	21	146	26	85	0	2	422	77	29	31	70	37	1	8	34	68	50
Neurl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	11	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0
Arid5a	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	42	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	1	0	0	0	2	6	0	0	0	0	0	0	0	0	0	62	0	0	0	0	51
Kansl3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	14	0	1	14	0	3	26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	35	45	62	14	0	58	61	46	5	7	0	23	0	97	0	0	0	0	54	0	39	10	13	0	0	0	42	35	91	26	172	0	0	0	0	1	8	42	14	37	0	16	24	0
Fer1l5	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lman2l	35	0	0	0	0	1	0	1	0	0	11	2	0	0	2	62	49	0	17	0	2	836	0	0	0	0	2	1	0	0	169	2	133	0	1	362	0	4	1	0	0	3	0	2	1	55	6	0	0	1	1	0	53	4	0	1	29	2	18	0	0	0	67	19	2	5	1	0	0	12	12	3	60	80	63	0	50	68	7	0	0	7	6	22	3	0	8	1
Cnnm4	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	9	0	0	0	0	0	31	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	4	0	0	0	11	0	0	0	46	0
Cnnm3	2	0	0	68	332	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	7	0	0	0	13	0	1	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	26	0	0	0	65	0	0	0	38	25	0	62	0	0	0	3	1	0	0	0	0	0	0	24	51
Ankrd23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd39	0	0	0	0	0	0	0	0	0	0	0	1	25	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	69	0	0	0	0	25	14	3	46	40	0	0	2	2	0	0	0	0	0	13	9	0	0	4	16	0	0	0	16	0	0	1	0	15	0
Sema4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	0	0	0	0	0	0	38	0	0	7	0	0	0	0	1	16	0	0	0	0
Fam178b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox5b	47	14	2	9	8	0	0	21	20	34	3	2	13	17	0	0	0	0	1	1	46	105	0	0	0	12	0	1	0	0	0	12	0	6	2	0	0	28	0	0	2	8	1	0	53	115	14	60	29	72	39	44	2	59	0	5	28	148	85	52	6	0	40	6	5	20	59	24	10	99	30	40	58	84	51	6	34	6	3	1	18	154	22	44	0	0	5	2
Actr1b	1	0	0	0	0	0	0	0	20	0	5	4	0	0	0	0	0	8	0	0	3	0	0	0	0	0	34	0	0	1	0	3	0	0	0	0	15	26	0	35	6	0	0	0	0	87	82	0	0	0	0	85	0	0	0	0	46	16	14	0	13	62	89	70	0	23	51	34	0	8	63	1	52	74	0	0	0	66	0	0	0	0	91	25	0	15	174	61
Tmem131	17	0	0	0	0	0	0	0	20	0	0	9	0	0	10	14	29	0	0	0	0	0	0	1	0	0	43	40	0	0	0	0	0	0	3	0	0	26	0	0	0	0	0	0	17	0	0	7	0	40	1	48	131	23	0	34	92	1	0	0	2	59	75	105	59	50	36	0	0	97	7	149	0	16	98	2	101	0	0	1	0	0	23	0	221	0	61	0
Cnga3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	58	0	0	0	3	114	7	4	0	0	0	0	0	0	0	0	0	65	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0
4930439A04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coa5	12	3	2	5	62	0	13	0	84	10	0	0	0	1812	1	11	1	0	3	0	35	0	0	1	4	162	0	1482	0	10	0	0	0	0	19	19	0	127	0	14	28	6	0	3	1626	730	10	927	0	107	12	1194	673	378	0	438	42	46	848	60	3	535	81	33	0	2066	581	825	0	1000	57	311	139	69	166	3	719	1	893	36	116	89	166	688	8	11	280	739
Unc50	25	0	3	0	63	0	9	0	0	0	0	0	0	0	10	0	0	0	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	17	3	0	0	0	59	51	20	24	23	37	38	60	77	0	8	61	47	56	4	0	0	15	0	49	11	68	0	6	75	56	84	38	84	10	29	8	20	0	0	0	58	0	0	34	0	3	84
Mgat4a	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
Tsga10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Gm26805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lipt1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	31	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	7	0	15	0	0	0	0	0	0	0	0	6	20	0	0	0	0	0	53
Mitd1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	2	23	0	0	96	56	0	0	10	16	0	0	0	73	28	0	0	0	0	0	1	0	22	0	0	37	26	31	6	0	0	0	29	28	0	9	0	0	0	0	6	0	0	6
Mrpl30	53	0	13	0	20	0	0	2	13	7	8	0	15	1	51	0	26	4	0	0	20	0	0	3	0	0	23	49	22	0	0	0	0	0	0	16	0	23	0	44	3	0	0	8	56	241	70	16	0	101	56	117	31	61	0	53	161	46	11	0	47	98	1	38	49	2	80	60	4	79	80	112	18	24	137	0	23	34	21	0	7	77	11	13	26	30	66	38
Txndc9	0	0	0	0	1	0	97	0	0	0	14	0	0	1	7	0	0	0	0	0	64	9	4	0	0	0	84	0	0	0	0	0	28	0	2	0	0	88	0	0	0	1	60	2	0	195	25	15	8	11	16	93	173	57	79	5	31	199	137	0	25	140	164	113	120	93	63	188	19	93	208	86	38	112	148	49	16	120	5	1	15	128	3	7	10	0	149	11
Eif5b	0	0	0	0	0	0	0	2	19	0	0	2	4	0	18	0	61	31	0	0	0	14	0	19	0	5	14	36	0	0	0	0	0	0	9	1	0	74	3	0	8	6	0	4	56	157	87	10	49	120	16	37	295	280	0	91	62	140	20	0	14	7	81	267	63	32	53	110	2	32	99	248	161	31	291	0	41	165	90	29	28	73	148	35	76	1	125	3
Rev1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
Aff3	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	14	0	0	47	0	0	5	0	0	0	13	0	0	0	57	0	16	9	0	2	0	0	0	0	36	27	0	0	0	7	0	0	14	0	57	0	80	11	0	233	157
Gm16150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
Gm16151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16152	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Lonrf2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	5	0	0	37	0	0	0	0	0	0	67	0	0	2	0
Chst10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
Pdcl3	17	24	0	7	0	0	0	0	1	0	1	0	0	0	10	0	8	0	0	28	0	0	0	0	0	17	0	10	0	14	0	11	0	0	1	0	0	2	0	0	11	1	0	0	117	118	205	7	0	73	32	100	187	0	0	92	75	75	15	0	22	176	198	61	78	68	67	144	48	132	136	28	72	396	130	0	24	149	26	19	21	81	32	38	0	65	106	195
Npas2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31	1989	542	981	442	750	14	394	674	337	222	570	1090	381	606	618	185	911	457	77	619	496	880	7	134	4	241	480	391	182	49	19	803	474	626	41	439	449	1824	173	181	183	283	138	621	1407	1932	1105	849	274	1613	901	1823	845	1060	113	347	578	1093	565	235	142	1496	2163	807	628	783	1429	1708	90	751	1040	1950	706	1024	1074	326	288	2032	673	162	681	2083	543	905	25	134	1303	1201
Tbc1d8	23	0	277	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	73	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	7	80	9	15	0	27	0	0	48	0	0	0	117	25	0	0	0	27	22	2	28	3	4	0	0	59	0	0	24	45	0	0	0	47	13	0	0	0	101	94	0	0	0	57
Gm15832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf149	1	0	11	0	0	0	0	0	49	7	0	0	0	118	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38	0	5	0	0	49	8	46	55	45	0	0	18	0	38	274	0	15	0	0	12	0	23	68	4	1	0	348	0	6	0	0	29	0	0	0	36	7	24	0	0	4	0	12
Creg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	6	0	0	0	0	0	0	24	0	0	0	0	0
D930019O06Rik	52	0	0	0	0	0	0	168	4	0	30	0	0	9	0	0	1	0	0	27	2	0	0	0	0	0	0	0	0	0	32	0	25	0	0	21	0	0	10	1	13	0	7	84	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Map4k4	44	27	1	0	80	3	12	6	30	0	1	2	45	289	21	0	108	18	0	2	3	0	0	56	0	44	0	6	41	0	1	0	3	2	9	0	0	74	0	7	19	7	0	3	52	151	123	170	42	92	90	260	367	80	0	117	33	241	32	25	2	260	69	0	5	101	69	226	13	279	56	134	102	178	101	2	147	164	144	4	30	21	63	323	4	60	202	279
Il1r1	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	125	0	0	0	70	0	0	0	74	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	57	0
Il1rl1	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	2	0	0	0	0	0	0	0	0	55	0	0	0	0	7	0	0	17	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0
Il18r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Il18rap	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	34	0	43	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
Mfsd9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	91	0	0	0	68	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	25	0	0
